ID,Measure,Income ,Time,Time_type,Ethnicity,Ethnicity_type,Geography,Value,Value_type,Denominator
707_household,Average weekly household income by ethnic group of the head of the household,Less than GBP 200,2013,Three-year average,Black,ONS 5+2,K02000001,11,%,1352
708_household,Average weekly household income by ethnic group of the head of the household,Less than GBP 200,2013,Three-year average,Chinese,ONS 5+2,K02000001,12,%,209
709_household,Average weekly household income by ethnic group of the head of the household,Less than GBP 200,2013,Three-year average,Indian,ONS 5+2,K02000001,6,%,993
710_household,Average weekly household income by ethnic group of the head of the household,Less than GBP 200,2013,Three-year average,Mixed,ONS 5+2,K02000001,9,%,471
711_household,Average weekly household income by ethnic group of the head of the household,Less than GBP 200,2013,Three-year average,Other,ONS 5+2,K02000001,12,%,465
712_household,Average weekly household income by ethnic group of the head of the household,Less than GBP 200,2013,Three-year average,Pakistani,ONS 5+2,K02000001,10,%,567
713_household,Average weekly household income by ethnic group of the head of the household,Less than GBP 200,2013,Three-year average,White,ONS 5+2,K02000001,8,%,54399
714_household,Average weekly household income by ethnic group of the head of the household,Less than GBP 200,2013,Three-year average,White British,ONS 5+2,K02000001,8,%,51964
715_household,Average weekly household income by ethnic group of the head of the household,Less than GBP 200,2013,Three-year average,White other,ONS 5+2,K02000001,6,%,2435
716_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,000 or more, but less than GBP 1,200",2014,Three-year average,All,ONS 5+2,K02000001,7,%,58242
717_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,000 or more, but less than GBP 1,200",2014,Three-year average,Asian other,ONS 5+2,K02000001,8,%,353
718_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,000 or more, but less than GBP 1,200",2014,Three-year average,Asian,ONS 5+2,K02000001,8,%,2380
719_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,000 or more, but less than GBP 1,200",2014,Three-year average,Bangladeshi,ONS 5+2,K02000001,8,%,234
720_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,000 or more, but less than GBP 1,200",2014,Three-year average,Black,ONS 5+2,K02000001,6,%,1323
721_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,000 or more, but less than GBP 1,200",2014,Three-year average,Chinese,ONS 5+2,K02000001,10,%,217
722_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,000 or more, but less than GBP 1,200",2014,Three-year average,Indian,ONS 5+2,K02000001,11,%,991
723_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,000 or more, but less than GBP 1,200",2014,Three-year average,Mixed,ONS 5+2,K02000001,7,%,509
724_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,000 or more, but less than GBP 1,200",2014,Three-year average,Other,ONS 5+2,K02000001,6,%,470
725_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,000 or more, but less than GBP 1,200",2014,Three-year average,Pakistani,ONS 5+2,K02000001,4,%,585
726_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,000 or more, but less than GBP 1,200",2014,Three-year average,White,ONS 5+2,K02000001,7,%,53560
727_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,000 or more, but less than GBP 1,200",2014,Three-year average,White British,ONS 5+2,K02000001,7,%,51065
728_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,000 or more, but less than GBP 1,200",2014,Three-year average,White other,ONS 5+2,K02000001,8,%,2495
729_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,200 or more, but less than GBP 1,400",2014,Three-year average,All,ONS 5+2,K02000001,5,%,58242
730_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,200 or more, but less than GBP 1,400",2014,Three-year average,Asian other,ONS 5+2,K02000001,7,%,353
731_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,200 or more, but less than GBP 1,400",2014,Three-year average,Asian,ONS 5+2,K02000001,6,%,2380
732_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,200 or more, but less than GBP 1,400",2014,Three-year average,Bangladeshi,ONS 5+2,K02000001,4,%,234
733_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,200 or more, but less than GBP 1,400",2014,Three-year average,Black,ONS 5+2,K02000001,4,%,1323
734_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,200 or more, but less than GBP 1,400",2014,Three-year average,Chinese,ONS 5+2,K02000001,6,%,217
735_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,200 or more, but less than GBP 1,400",2014,Three-year average,Indian,ONS 5+2,K02000001,8,%,991
736_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,200 or more, but less than GBP 1,400",2014,Three-year average,Mixed,ONS 5+2,K02000001,4,%,509
737_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,200 or more, but less than GBP 1,400",2014,Three-year average,Other,ONS 5+2,K02000001,6,%,470
738_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,200 or more, but less than GBP 1,400",2014,Three-year average,Pakistani,ONS 5+2,K02000001,5,%,585
739_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,200 or more, but less than GBP 1,400",2014,Three-year average,White,ONS 5+2,K02000001,5,%,53560
740_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,200 or more, but less than GBP 1,400",2014,Three-year average,White British,ONS 5+2,K02000001,5,%,51065
741_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,200 or more, but less than GBP 1,400",2014,Three-year average,White other,ONS 5+2,K02000001,5,%,2495
742_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,400 or more, but less than GBP 1,600",2014,Three-year average,All,ONS 5+2,K02000001,3,%,58242
743_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,400 or more, but less than GBP 1,600",2014,Three-year average,Asian other,ONS 5+2,K02000001,6,%,353
744_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,400 or more, but less than GBP 1,600",2014,Three-year average,Asian,ONS 5+2,K02000001,4,%,2380
745_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,400 or more, but less than GBP 1,600",2014,Three-year average,Bangladeshi,ONS 5+2,K02000001,1,%,234
746_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,400 or more, but less than GBP 1,600",2014,Three-year average,Black,ONS 5+2,K02000001,3,%,1323
747_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,400 or more, but less than GBP 1,600",2014,Three-year average,Chinese,ONS 5+2,K02000001,3,%,217
748_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,400 or more, but less than GBP 1,600",2014,Three-year average,Indian,ONS 5+2,K02000001,5,%,991
749_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,400 or more, but less than GBP 1,600",2014,Three-year average,Mixed,ONS 5+2,K02000001,3,%,509
750_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,400 or more, but less than GBP 1,600",2014,Three-year average,Other,ONS 5+2,K02000001,4,%,470
751_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,400 or more, but less than GBP 1,600",2014,Three-year average,Pakistani,ONS 5+2,K02000001,2,%,585
752_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,400 or more, but less than GBP 1,600",2014,Three-year average,White,ONS 5+2,K02000001,3,%,53560
753_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,400 or more, but less than GBP 1,600",2014,Three-year average,White British,ONS 5+2,K02000001,3,%,51065
754_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,400 or more, but less than GBP 1,600",2014,Three-year average,White other,ONS 5+2,K02000001,4,%,2495
755_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,600 or more, but less than GBP 1,800",2014,Three-year average,All,ONS 5+2,K02000001,2,%,58242
756_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,600 or more, but less than GBP 1,800",2014,Three-year average,Asian other,ONS 5+2,K02000001,3,%,353
757_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,600 or more, but less than GBP 1,800",2014,Three-year average,Asian,ONS 5+2,K02000001,3,%,2380
758_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,600 or more, but less than GBP 1,800",2014,Three-year average,Bangladeshi,ONS 5+2,K02000001,1,%,234
759_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,600 or more, but less than GBP 1,800",2014,Three-year average,Black,ONS 5+2,K02000001,1,%,1323
760_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,600 or more, but less than GBP 1,800",2014,Three-year average,Chinese,ONS 5+2,K02000001,2,%,217
761_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,600 or more, but less than GBP 1,800",2014,Three-year average,Indian,ONS 5+2,K02000001,4,%,991
762_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,600 or more, but less than GBP 1,800",2014,Three-year average,Mixed,ONS 5+2,K02000001,3,%,509
763_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,600 or more, but less than GBP 1,800",2014,Three-year average,Other,ONS 5+2,K02000001,2,%,470
764_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,600 or more, but less than GBP 1,800",2014,Three-year average,Pakistani,ONS 5+2,K02000001,2,%,585
765_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,600 or more, but less than GBP 1,800",2014,Three-year average,White,ONS 5+2,K02000001,2,%,53560
766_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,600 or more, but less than GBP 1,800",2014,Three-year average,White British,ONS 5+2,K02000001,2,%,51065
767_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,600 or more, but less than GBP 1,800",2014,Three-year average,White other,ONS 5+2,K02000001,3,%,2495
768_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,800 or more, but less than GBP 2,000",2014,Three-year average,All,ONS 5+2,K02000001,2,%,58242
769_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,800 or more, but less than GBP 2,000",2014,Three-year average,Asian other,ONS 5+2,K02000001,3,%,353
770_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,800 or more, but less than GBP 2,000",2014,Three-year average,Asian,ONS 5+2,K02000001,2,%,2380
771_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,800 or more, but less than GBP 2,000",2014,Three-year average,Bangladeshi,ONS 5+2,K02000001,2,%,234
772_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,800 or more, but less than GBP 2,000",2014,Three-year average,Black,ONS 5+2,K02000001,1,%,1323
773_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,800 or more, but less than GBP 2,000",2014,Three-year average,Chinese,ONS 5+2,K02000001,3,%,217
774_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,800 or more, but less than GBP 2,000",2014,Three-year average,Indian,ONS 5+2,K02000001,2,%,991
775_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,800 or more, but less than GBP 2,000",2014,Three-year average,Mixed,ONS 5+2,K02000001,2,%,509
776_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,800 or more, but less than GBP 2,000",2014,Three-year average,Other,ONS 5+2,K02000001,-,%,470
777_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,800 or more, but less than GBP 2,000",2014,Three-year average,Pakistani,ONS 5+2,K02000001,1,%,585
778_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,800 or more, but less than GBP 2,000",2014,Three-year average,White,ONS 5+2,K02000001,2,%,53560
779_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,800 or more, but less than GBP 2,000",2014,Three-year average,White British,ONS 5+2,K02000001,2,%,51065
780_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,800 or more, but less than GBP 2,000",2014,Three-year average,White other,ONS 5+2,K02000001,2,%,2495
781_household,Average weekly household income by ethnic group of the head of the household,"GBP 2,000 or more",2014,Three-year average,All,ONS 5+2,K02000001,5,%,58242
782_household,Average weekly household income by ethnic group of the head of the household,"GBP 2,000 or more",2014,Three-year average,Asian other,ONS 5+2,K02000001,3,%,353
783_household,Average weekly household income by ethnic group of the head of the household,"GBP 2,000 or more",2014,Three-year average,Asian,ONS 5+2,K02000001,6,%,2380
784_household,Average weekly household income by ethnic group of the head of the household,"GBP 2,000 or more",2014,Three-year average,Bangladeshi,ONS 5+2,K02000001,4,%,234
785_household,Average weekly household income by ethnic group of the head of the household,"GBP 2,000 or more",2014,Three-year average,Black,ONS 5+2,K02000001,2,%,1323
786_household,Average weekly household income by ethnic group of the head of the household,"GBP 2,000 or more",2014,Three-year average,Chinese,ONS 5+2,K02000001,8,%,217
787_household,Average weekly household income by ethnic group of the head of the household,"GBP 2,000 or more",2014,Three-year average,Indian,ONS 5+2,K02000001,9,%,991
788_household,Average weekly household income by ethnic group of the head of the household,"GBP 2,000 or more",2014,Three-year average,Mixed,ONS 5+2,K02000001,4,%,509
789_household,Average weekly household income by ethnic group of the head of the household,"GBP 2,000 or more",2014,Three-year average,Other,ONS 5+2,K02000001,6,%,470
790_household,Average weekly household income by ethnic group of the head of the household,"GBP 2,000 or more",2014,Three-year average,Pakistani,ONS 5+2,K02000001,3,%,585
791_household,Average weekly household income by ethnic group of the head of the household,"GBP 2,000 or more",2014,Three-year average,White,ONS 5+2,K02000001,5,%,53560
792_household,Average weekly household income by ethnic group of the head of the household,"GBP 2,000 or more",2014,Three-year average,White British,ONS 5+2,K02000001,5,%,51065
793_household,Average weekly household income by ethnic group of the head of the household,"GBP 2,000 or more",2014,Three-year average,White other,ONS 5+2,K02000001,8,%,2495
794_household,Average weekly household income by ethnic group of the head of the household,"GBP 200 or more, but less than GBP 400",2014,Three-year average,All,ONS 5+2,K02000001,23,%,58242
795_household,Average weekly household income by ethnic group of the head of the household,"GBP 200 or more, but less than GBP 400",2014,Three-year average,Asian other,ONS 5+2,K02000001,17,%,353
796_household,Average weekly household income by ethnic group of the head of the household,"GBP 200 or more, but less than GBP 400",2014,Three-year average,Asian,ONS 5+2,K02000001,16,%,2380
797_household,Average weekly household income by ethnic group of the head of the household,"GBP 200 or more, but less than GBP 400",2014,Three-year average,Bangladeshi,ONS 5+2,K02000001,21,%,234
798_household,Average weekly household income by ethnic group of the head of the household,"GBP 200 or more, but less than GBP 400",2014,Three-year average,Black,ONS 5+2,K02000001,25,%,1323
799_household,Average weekly household income by ethnic group of the head of the household,"GBP 200 or more, but less than GBP 400",2014,Three-year average,Chinese,ONS 5+2,K02000001,18,%,217
800_household,Average weekly household income by ethnic group of the head of the household,"GBP 200 or more, but less than GBP 400",2014,Three-year average,Indian,ONS 5+2,K02000001,14,%,991
801_household,Average weekly household income by ethnic group of the head of the household,"GBP 200 or more, but less than GBP 400",2014,Three-year average,Mixed,ONS 5+2,K02000001,25,%,509
802_household,Average weekly household income by ethnic group of the head of the household,"GBP 200 or more, but less than GBP 400",2014,Three-year average,Other,ONS 5+2,K02000001,23,%,470
803_household,Average weekly household income by ethnic group of the head of the household,"GBP 200 or more, but less than GBP 400",2014,Three-year average,Pakistani,ONS 5+2,K02000001,18,%,585
804_household,Average weekly household income by ethnic group of the head of the household,"GBP 200 or more, but less than GBP 400",2014,Three-year average,White,ONS 5+2,K02000001,23,%,53560
805_household,Average weekly household income by ethnic group of the head of the household,"GBP 200 or more, but less than GBP 400",2014,Three-year average,White British,ONS 5+2,K02000001,24,%,51065
806_household,Average weekly household income by ethnic group of the head of the household,"GBP 200 or more, but less than GBP 400",2014,Three-year average,White other,ONS 5+2,K02000001,18,%,2495
807_household,Average weekly household income by ethnic group of the head of the household,"GBP 400 or more, but less than GBP 600",2014,Three-year average,All,ONS 5+2,K02000001,19,%,58242
808_household,Average weekly household income by ethnic group of the head of the household,"GBP 400 or more, but less than GBP 600",2014,Three-year average,Asian other,ONS 5+2,K02000001,20,%,353
809_household,Average weekly household income by ethnic group of the head of the household,"GBP 400 or more, but less than GBP 600",2014,Three-year average,Asian,ONS 5+2,K02000001,20,%,2380
810_household,Average weekly household income by ethnic group of the head of the household,"GBP 400 or more, but less than GBP 600",2014,Three-year average,Bangladeshi,ONS 5+2,K02000001,28,%,234
811_household,Average weekly household income by ethnic group of the head of the household,"GBP 400 or more, but less than GBP 600",2014,Three-year average,Black,ONS 5+2,K02000001,21,%,1323
812_household,Average weekly household income by ethnic group of the head of the household,"GBP 400 or more, but less than GBP 600",2014,Three-year average,Chinese,ONS 5+2,K02000001,14,%,217
813_household,Average weekly household income by ethnic group of the head of the household,"GBP 400 or more, but less than GBP 600",2014,Three-year average,Indian,ONS 5+2,K02000001,17,%,991
814_household,Average weekly household income by ethnic group of the head of the household,"GBP 400 or more, but less than GBP 600",2014,Three-year average,Mixed,ONS 5+2,K02000001,19,%,509
815_household,Average weekly household income by ethnic group of the head of the household,"GBP 400 or more, but less than GBP 600",2014,Three-year average,Other,ONS 5+2,K02000001,21,%,470
816_household,Average weekly household income by ethnic group of the head of the household,"GBP 400 or more, but less than GBP 600",2014,Three-year average,Pakistani,ONS 5+2,K02000001,25,%,585
817_household,Average weekly household income by ethnic group of the head of the household,"GBP 400 or more, but less than GBP 600",2014,Three-year average,White,ONS 5+2,K02000001,19,%,53560
818_household,Average weekly household income by ethnic group of the head of the household,"GBP 400 or more, but less than GBP 600",2014,Three-year average,White British,ONS 5+2,K02000001,19,%,51065
819_household,Average weekly household income by ethnic group of the head of the household,"GBP 400 or more, but less than GBP 600",2014,Three-year average,White other,ONS 5+2,K02000001,19,%,2495
820_household,Average weekly household income by ethnic group of the head of the household,"GBP 600 or more, but less than GBP 800",2014,Three-year average,All,ONS 5+2,K02000001,14,%,58242
821_household,Average weekly household income by ethnic group of the head of the household,"GBP 600 or more, but less than GBP 800",2014,Three-year average,Asian other,ONS 5+2,K02000001,16,%,353
822_household,Average weekly household income by ethnic group of the head of the household,"GBP 600 or more, but less than GBP 800",2014,Three-year average,Asian,ONS 5+2,K02000001,16,%,2380
823_household,Average weekly household income by ethnic group of the head of the household,"GBP 600 or more, but less than GBP 800",2014,Three-year average,Bangladeshi,ONS 5+2,K02000001,20,%,234
824_household,Average weekly household income by ethnic group of the head of the household,"GBP 600 or more, but less than GBP 800",2014,Three-year average,Black,ONS 5+2,K02000001,16,%,1323
825_household,Average weekly household income by ethnic group of the head of the household,"GBP 600 or more, but less than GBP 800",2014,Three-year average,Chinese,ONS 5+2,K02000001,13,%,217
826_household,Average weekly household income by ethnic group of the head of the household,"GBP 600 or more, but less than GBP 800",2014,Three-year average,Indian,ONS 5+2,K02000001,15,%,991
827_household,Average weekly household income by ethnic group of the head of the household,"GBP 600 or more, but less than GBP 800",2014,Three-year average,Mixed,ONS 5+2,K02000001,16,%,509
828_household,Average weekly household income by ethnic group of the head of the household,"GBP 600 or more, but less than GBP 800",2014,Three-year average,Other,ONS 5+2,K02000001,14,%,470
829_household,Average weekly household income by ethnic group of the head of the household,"GBP 600 or more, but less than GBP 800",2014,Three-year average,Pakistani,ONS 5+2,K02000001,19,%,585
830_household,Average weekly household income by ethnic group of the head of the household,"GBP 600 or more, but less than GBP 800",2014,Three-year average,White,ONS 5+2,K02000001,14,%,53560
831_household,Average weekly household income by ethnic group of the head of the household,"GBP 600 or more, but less than GBP 800",2014,Three-year average,White British,ONS 5+2,K02000001,14,%,51065
832_household,Average weekly household income by ethnic group of the head of the household,"GBP 600 or more, but less than GBP 800",2014,Three-year average,White other,ONS 5+2,K02000001,16,%,2495
833_household,Average weekly household income by ethnic group of the head of the household,"GBP 800 or more, but less than GBP 1,000",2014,Three-year average,All,ONS 5+2,K02000001,10,%,58242
834_household,Average weekly household income by ethnic group of the head of the household,"GBP 800 or more, but less than GBP 1,000",2014,Three-year average,Asian other,ONS 5+2,K02000001,11,%,353
835_household,Average weekly household income by ethnic group of the head of the household,"GBP 800 or more, but less than GBP 1,000",2014,Three-year average,Asian,ONS 5+2,K02000001,11,%,2380
836_household,Average weekly household income by ethnic group of the head of the household,"GBP 800 or more, but less than GBP 1,000",2014,Three-year average,Bangladeshi,ONS 5+2,K02000001,7,%,234
837_household,Average weekly household income by ethnic group of the head of the household,"GBP 800 or more, but less than GBP 1,000",2014,Three-year average,Black,ONS 5+2,K02000001,10,%,1323
838_household,Average weekly household income by ethnic group of the head of the household,"GBP 800 or more, but less than GBP 1,000",2014,Three-year average,Chinese,ONS 5+2,K02000001,13,%,217
839_household,Average weekly household income by ethnic group of the head of the household,"GBP 800 or more, but less than GBP 1,000",2014,Three-year average,Indian,ONS 5+2,K02000001,11,%,991
840_household,Average weekly household income by ethnic group of the head of the household,"GBP 800 or more, but less than GBP 1,000",2014,Three-year average,Mixed,ONS 5+2,K02000001,10,%,509
841_household,Average weekly household income by ethnic group of the head of the household,"GBP 800 or more, but less than GBP 1,000",2014,Three-year average,Other,ONS 5+2,K02000001,10,%,470
842_household,Average weekly household income by ethnic group of the head of the household,"GBP 800 or more, but less than GBP 1,000",2014,Three-year average,Pakistani,ONS 5+2,K02000001,10,%,585
843_household,Average weekly household income by ethnic group of the head of the household,"GBP 800 or more, but less than GBP 1,000",2014,Three-year average,White,ONS 5+2,K02000001,10,%,53560
844_household,Average weekly household income by ethnic group of the head of the household,"GBP 800 or more, but less than GBP 1,000",2014,Three-year average,White British,ONS 5+2,K02000001,10,%,51065
845_household,Average weekly household income by ethnic group of the head of the household,"GBP 800 or more, but less than GBP 1,000",2014,Three-year average,White other,ONS 5+2,K02000001,10,%,2495
846_household,Average weekly household income by ethnic group of the head of the household,Less than GBP 200,2014,Three-year average,All,ONS 5+2,K02000001,8,%,58242
847_household,Average weekly household income by ethnic group of the head of the household,Less than GBP 200,2014,Three-year average,Asian other,ONS 5+2,K02000001,6,%,353
848_household,Average weekly household income by ethnic group of the head of the household,Less than GBP 200,2014,Three-year average,Asian,ONS 5+2,K02000001,7,%,2380
849_household,Average weekly household income by ethnic group of the head of the household,Less than GBP 200,2014,Three-year average,Bangladeshi,ONS 5+2,K02000001,4,%,234
850_household,Average weekly household income by ethnic group of the head of the household,Less than GBP 200,2014,Three-year average,Black,ONS 5+2,K02000001,11,%,1323
851_household,Average weekly household income by ethnic group of the head of the household,Less than GBP 200,2014,Three-year average,Chinese,ONS 5+2,K02000001,10,%,217
852_household,Average weekly household income by ethnic group of the head of the household,Less than GBP 200,2014,Three-year average,Indian,ONS 5+2,K02000001,5,%,991
853_household,Average weekly household income by ethnic group of the head of the household,Less than GBP 200,2014,Three-year average,Mixed,ONS 5+2,K02000001,8,%,509
854_household,Average weekly household income by ethnic group of the head of the household,Less than GBP 200,2014,Three-year average,Other,ONS 5+2,K02000001,8,%,470
855_household,Average weekly household income by ethnic group of the head of the household,Less than GBP 200,2014,Three-year average,Pakistani,ONS 5+2,K02000001,10,%,585
856_household,Average weekly household income by ethnic group of the head of the household,Less than GBP 200,2014,Three-year average,White,ONS 5+2,K02000001,7,%,53560
857_household,Average weekly household income by ethnic group of the head of the household,Less than GBP 200,2014,Three-year average,White British,ONS 5+2,K02000001,8,%,51065
858_household,Average weekly household income by ethnic group of the head of the household,Less than GBP 200,2014,Three-year average,White other,ONS 5+2,K02000001,6,%,2495
859_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,000 or more, but less than GBP 1,200",2015,Three-year average,All,ONS 5+2,K02000001,8,%,57814
860_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,000 or more, but less than GBP 1,200",2015,Three-year average,Asian other,ONS 5+2,K02000001,8,%,361
861_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,000 or more, but less than GBP 1,200",2015,Three-year average,Asian,ONS 5+2,K02000001,9,%,2391
862_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,000 or more, but less than GBP 1,200",2015,Three-year average,Bangladeshi,ONS 5+2,K02000001,9,%,243
863_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,000 or more, but less than GBP 1,200",2015,Three-year average,Black,ONS 5+2,K02000001,6,%,1288
864_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,000 or more, but less than GBP 1,200",2015,Three-year average,Chinese,ONS 5+2,K02000001,8,%,215
865_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,000 or more, but less than GBP 1,200",2015,Three-year average,Indian,ONS 5+2,K02000001,12,%,976
866_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,000 or more, but less than GBP 1,200",2015,Three-year average,Mixed,ONS 5+2,K02000001,7,%,499
867_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,000 or more, but less than GBP 1,200",2015,Three-year average,Other,ONS 5+2,K02000001,8,%,490
868_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,000 or more, but less than GBP 1,200",2015,Three-year average,Pakistani,ONS 5+2,K02000001,6,%,596
869_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,000 or more, but less than GBP 1,200",2015,Three-year average,White,ONS 5+2,K02000001,8,%,53146
870_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,000 or more, but less than GBP 1,200",2015,Three-year average,White British,ONS 5+2,K02000001,8,%,50523
871_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,000 or more, but less than GBP 1,200",2015,Three-year average,White other,ONS 5+2,K02000001,8,%,2623
872_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,200 or more, but less than GBP 1,400",2015,Three-year average,All,ONS 5+2,K02000001,5,%,57814
873_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,200 or more, but less than GBP 1,400",2015,Three-year average,Asian other,ONS 5+2,K02000001,5,%,361
874_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,200 or more, but less than GBP 1,400",2015,Three-year average,Asian,ONS 5+2,K02000001,6,%,2391
875_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,200 or more, but less than GBP 1,400",2015,Three-year average,Bangladeshi,ONS 5+2,K02000001,4,%,243
876_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,200 or more, but less than GBP 1,400",2015,Three-year average,Black,ONS 5+2,K02000001,4,%,1288
877_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,200 or more, but less than GBP 1,400",2015,Three-year average,Chinese,ONS 5+2,K02000001,5,%,215
878_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,200 or more, but less than GBP 1,400",2015,Three-year average,Indian,ONS 5+2,K02000001,8,%,976
879_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,200 or more, but less than GBP 1,400",2015,Three-year average,Mixed,ONS 5+2,K02000001,4,%,499
880_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,200 or more, but less than GBP 1,400",2015,Three-year average,Other,ONS 5+2,K02000001,5,%,490
881_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,200 or more, but less than GBP 1,400",2015,Three-year average,Pakistani,ONS 5+2,K02000001,5,%,596
882_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,200 or more, but less than GBP 1,400",2015,Three-year average,White,ONS 5+2,K02000001,5,%,53146
883_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,200 or more, but less than GBP 1,400",2015,Three-year average,White British,ONS 5+2,K02000001,5,%,50523
884_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,200 or more, but less than GBP 1,400",2015,Three-year average,White other,ONS 5+2,K02000001,6,%,2623
885_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,400 or more, but less than GBP 1,600",2015,Three-year average,All,ONS 5+2,K02000001,4,%,57814
886_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,400 or more, but less than GBP 1,600",2015,Three-year average,Asian other,ONS 5+2,K02000001,4,%,361
887_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,400 or more, but less than GBP 1,600",2015,Three-year average,Asian,ONS 5+2,K02000001,4,%,2391
888_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,400 or more, but less than GBP 1,600",2015,Three-year average,Bangladeshi,ONS 5+2,K02000001,4,%,243
889_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,400 or more, but less than GBP 1,600",2015,Three-year average,Black,ONS 5+2,K02000001,3,%,1288
